State,District,Party,Office Room,Phone,fist_name,last_name,full_name,committee_1,committee_2,committee_3,committee_4
T,Ohio 10th,R,2183 RHOB,(202) 225-6465,Turner,Michael,Turner Michael,Armed Services,Oversight and Accountability,Intelligence,
U,Illinois 14th,D,1410 LHOB,(202) 225-2976,Underwood,Lauren,Underwood Lauren,Appropriations,,,
V,California 22nd,R,2465 RHOB,(202) 225-4695,Valadao,David,Valadao David,Appropriations,Budget,,
V,New Jersey 2nd,R,2447 RHOB,(202) 225-6572,Van Drew,Jefferson,Van Drew Jefferson,Judiciary,Transportation and Infrastructure,,
V,Texas 24th,R,1725 LHOB,(202) 225-6605,Van Duyne,Beth,Van Duyne Beth,Small Business,Ways and Means,,
V,Wisconsin 3rd,R,1513 LHOB,(202) 225-5506,Van Orden,Derrick,Van Orden Derrick,Agriculture,Transportation and Infrastructure,Veterans' Affairs,
V,California 52nd,D,2334 RHOB,(202) 225-8045,Vargas,Juan,Vargas Juan,Financial Services,,,
V,New Mexico 2nd,D,1517 LHOB,(202) 225-2365,Vasquez,Gabe,Vasquez Gabe,Agriculture,Armed Services,,
V,Texas 33rd,D,2348 RHOB,(202) 225-9897,Veasey,Marc,Veasey Marc,Armed Services,Energy and Commerce,,
V,New York 7th,D,2302 RHOB,(202) 225-2361,Velazquez,Nydia,Velazquez Nydia,Financial Services,Natural Resources,Small Business,
W,Missouri 2nd,R,2350 RHOB,(202) 225-1621,Wagner,Ann,Wagner Ann,Financial Services,Foreign Affairs,,
W,Michigan 5th,R,2266 RHOB,(202) 225-6276,Walberg,Tim,Walberg Tim,Education and the Workforce,Energy and Commerce,,
W,Florida 6th,R,244 CHOB,(202) 225-2706,Waltz,Michael,Waltz Michael,Armed Services,Foreign Affairs,Oversight and Accountability,Intelligence
W,Florida 25th,D,270 CHOB,(202) 225-7931,Wasserman Schultz,Debbie,Wasserman Schultz Debbie,Appropriations,Select Subcommittee on the Weaponization of the Fed Govt,,
W,California 43rd,D,2221 RHOB,(202) 225-2201,Waters,Maxine,Waters Maxine,Financial Services,,,
W,New Jersey 12th,D,168 CHOB,(202) 225-5801,Watson Coleman,Bonnie,Watson Coleman Bonnie,Appropriations,,,
W,Texas 14th,R,107 CHOB,(202) 225-2831,Weber,Randy,Weber Randy,Energy and Commerce,"Science, Space, and Technology",,
W,Florida 11th,R,2184 RHOB,(202) 225-1002,Webster,Daniel,Webster Daniel,Natural Resources,Transportation and Infrastructure,"Science, Space, and Technology",
W,Ohio 2nd,R,2335 RHOB,(202) 225-3164,Wenstrup,Brad,Wenstrup Brad,Intelligence,Select Subcommittee on the Coronavirus Pandemic,Ways and Means,
W,Arkansas 4th,R,202 CHOB,(202) 225-3772,Westerman,Bruce,Westerman Bruce,Natural Resources,Transportation and Infrastructure,,
W,Virginia 10th,D,1210 LHOB,(202) 225-5136,Wexton,Jennifer,Wexton Jennifer,Appropriations,Budget,,
W,Pennsylvania 7th,D,1027 LHOB,(202) 225-6411,Wild,Susan,Wild Susan,Education and the Workforce,Foreign Affairs,Ethics,
W,New York 22nd,R,1022 LHOB,(202) 225-3701,Williams,Brandon,Williams Brandon,Education and the Workforce,Transportation and Infrastructure,"Science, Space, and Technology",
W,Georgia 5th,D,1406 LHOB,(202) 225-3801,Williams,Nikema,Williams Nikema,Financial Services,,,
W,Texas 25th,R,2336 RHOB,(202) 225-9896,Williams,Roger,Williams Roger,Financial Services,Small Business,,
W,Florida 24th,D,2080 RHOB,(202) 225-4506,Wilson,Frederica,Wilson Frederica,Education and the Workforce,Transportation and Infrastructure,,
W,South Carolina 2nd,R,1436 LHOB,(202) 225-2452,Wilson,Joe,Wilson Joe,Armed Services,Education and the Workforce,Foreign Affairs,
W,Virginia 1st,R,2055 RHOB,(202) 225-4261,Wittman,Robert,Wittman Robert,Armed Services,Natural Resources,Select Comm on the Strategic Competition US and China,
W,Arkansas 3rd,R,2412 RHOB,(202) 225-4301,Womack,Steve,Womack Steve,Appropriations,,,
Y,Indiana 2nd,R,349 CHOB,(202) 225-3915,Yakym,Rudy,Yakym Rudy,Budget,Transportation and Infrastructure,,
Z,Montana 1st,R,512 CHOB,(202) 225-5628,Zinke,Ryan,Zinke Ryan,Appropriations,"Science, Space, and Technology",,
